s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26,s_27,s_28,s_29,s_30,s_31,s_32,s_33,s_34,s_35,s_36,s_37,s_38,s_39,s_40,s_41,s_42,s_43,s_44,s_45,s_46,s_47,s_48,s_49,s_50,s_51,s_52,s_53,s_54,s_55,s_56,s_57,s_58,s_59,s_60,s_61,s_62,s_63,s_64,s_65,s_66,s_67,s_68,s_69,s_70,s_71,s_72,s_73,s_74,s_75,s_76,s_77,s_78,s_79,s_80,s_81,s_82,s_83,s_84,s_85,s_86,s_87,s_88,s_89,s_90,s_91,s_92,s_93,s_94,s_95,s_96,s_97,s_98,s_99,target
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,188,6,1968,46,7,3622,660,8,27,4817,168,207,224,6,176,7,2,2,155,11,61,113,21,13,115,556,259,540,29,2738,44,27,611,63,2,180,2190,103,29,645,231,379,102,40,521,758,1748,2314,16,1822,424,8,30,6,755,8,1065,2,2,15,2,491,2,4,2,9,11,798,1748,2314,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1927,642,631,212,44,396,250,3871,9,6,2,1528,4,2681,888,9,121,9,4,311,4,22,9,1150,158,34,91,2,21,89,111,2,9,15,36,92,97,1290,40,14,1627,88,4,108,92,79,2,42,110,13,62,115,717,6,580,8,67,14,154,498,313,356,174,21,121,26,4,498,4165,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122,294,169,4,114,1198,11,4,22,382,12,9,4,155,1012,11,14,1948,3435,7,438,44,438,12,9,179,1767,15,2236,560,15,6,20,209,6,114,9,164,12,9,614,15,105,28,53,8,135,15,4,205,2,2,16,14,2,11,4,204,114,42,4,284,872,8,2222,6,3156,8,4,167,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,728,16,1774,5,2,190,4,65,16,6,117,2,5,254,8,794,33,211,261,4,107,4221,156,122,6,87,292,43,319,2,116,19,175,2,7,27,112,5,3247,175,2122,93,14,6,55,906,20,303,102,28,2029,90,8,30,6,24,43,31,217,284,29,82,1177,1717,2,11,1047,5,2,1238,1020,5,24,4,641,3324,13,343,8,104,29,16,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,22,9,38,78,13,384,37,2,14,538,5,4,2298,2,1015,35,1344,18,231,316,168,40,36,69,43,2,46,7,4728,6,2,1457,6,668,2,23,5,1860,2,301,0
0,0,0,0,0,0,0,0,0,0,1,14,418,7,1244,3246,11,4,3231,7,49,2,154,3025,121,12,80,115,67,4,641,7,251,174,4,64,155,629,44,14,2582,16,4,1866,7,2,13,16,64,2,54,4,277,898,645,2660,5,13,16,879,8,2,4,2,51,35,2,2696,6,601,437,7,300,5,6,320,634,54,13,783,13,2,13,70,216,145,17,6,1213,5,202,6,3812,8,4,2,37,2,14,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,219,12,23,374,727,3797,116,22,2,51,53,70,30,301,14,20,1870,4,156,26,616,8,135,4,222,14,16,1408,8,30,6,212,21,50,16,64,31,163,561,85,74,15,9,16,1350,8,106,18,72,10,10,300,46,7,158,1345,0
0,0,1,14,20,100,28,77,449,38,76,128,12,9,6,307,65,270,11,55,269,211,5,246,12,16,38,862,2142,4,971,156,28,11,4,501,224,321,2632,5,18,4,91,173,36,81,35,3927,292,11,14,22,261,33,211,68,414,186,4569,5,918,4,940,100,28,77,53,2,4,2,7,4,2811,144,140,8,4,927,37,562,6,52,65,5,93,12,2332,11,346,50,26,3086,7,76,128,771,8,1142,241,634,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,839,14,22,17,6,975,18,6,464,5,100,7,77,263,249,975,8,297,4,22,9,1201,1753,5,4,116,9,3648,4,249,506,284,126,343,5,2,743,6,2,239,4,114,9,2,5,33,757,75,16,38,1100,75,16,1535,51,4,609,16,170,23,12,497,8,30,2943,11,1370,21,9,43,1322,10,10,43,394,0
0,0,0,0,0,0,0,0,1,2098,2,215,28,4706,56,4,436,352,21,13,191,2157,90,18,620,19,4,278,60,29,62,28,8,1041,50,16,164,52,44,14,20,1423,802,458,414,732,2430,487,973,262,4,185,250,5,2,506,3702,5,4,65,32,71,43,4,249,13,28,115,110,141,6,527,20,1345,14,31,56,18,101,85,2364,2,42,169,624,2,46,2,795,33,4,248,351,1295,144,30,2,18,32,58,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,25,197,2,896,16,78,14,31,218,76,128,714,31,7,4,249,102,126,93,40,45,835,2,12,271,1282,702,10,10,675,300,241,46,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,288,766,7,14,1731,93,18,248,2986,453,9,6,53,74,2378,1577,8,61,1594,87,116,3133,65,5,389,458,32,763,56,8,31,7,4,118,2986,3287,11,153,1
0,0,0,0,0,0,0,0,0,0,1,13,610,930,8,319,14,20,88,4,1472,93,12,168,38,646,21,4,192,9,15,14,20,9,357,5,484,2,50,9,57,114,5,320,4,20,9,702,2,665,39,2319,1628,2,11,665,15,408,25,57,2,7,4,1628,13,16,1343,267,33,4,2,8,67,54,4,20,16,120,10,10,225,64,31,52,155,44,14,20,4,481,4,816,9,1190,92,535,233,39,14,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1587,643,465,5,1254,530,667,83,641,1717,2,100,714,28,77,6,2,18,1690,21,12,286,4,65,1102,33,6,2,1062,5,4,328,5,428,2656,9,1490,17,26,4355,5,2173,17,36,4895,68,96,143,6,4946,2,4456,253,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,367,19,1788,4,2,9,31,7,2,107,1529,3153,63,166,12,31,7,4,118,3153,126,93,14,47,35,542,114,18,6,346,5,12,4307,6,404,347,23,63,8,3261,49,87,1994,2065,9,4074,18,35,3954,2,89,4,1323,571,9,6,356,5,95,215,2,4,2,118,1994,4,2,347,5,830,29,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,13,131,510,149,41,38,13,520,12,6,342,305,7,6,300,41,3046,26,4828,49,7,4,85,177,1066,963,1331,488,26,66,2,99,4,1132,309,9,643,1139,1212,39,15,4,20,9,32,4896,2,11,6,76,99,196,519,1313,45,82,33,14,213,15,4,20,461,2,2625,260,77,55,223,366,95,0
0,1,4,2,2468,7,14,20,9,826,2,239,11,471,2,2849,5,1905,1905,1579,127,1814,81,12,128,74,2,13,92,104,38,51,6,87,393,15,132,47,10,10,4,65,9,35,1032,31,5,179,1193,5,2148,1596,11,531,262,1841,4,130,21,12,9,82,2990,1301,5,127,3115,23,111,2191,190,13,421,4,22,691,2,187,826,2,2,239,5,146,252,13,586,28,510,12,60,320,17,76,48,29,1869,77,11,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4698,299,35,2,1461,37,62,140,8,101,2,8,79,27,761,2,2,127,6,389,292,7,231,4,118,7,41,109,5,2,2,299,4,632,5,206,132,14,22,9,55,52,5,474,12,8,259,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,64,9,14,6,55,221,4665,7,2,5,89,75,4027,8,84,11,263,456,12,47,49,7,4,91,73,814,2692,7,6,3752,2,3441,3859,225,164,184,44,14,22,21,12,2677,19,4,529,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,449,73,13,197,12,144,30,6,52,206,21,12,16,24,261,1808,2,381,50,9,164,8,106,64,107,548,18,220,300,457,634,2,6,176,7,662,5,285,9,38,4502,15,25,100,24,264,12,4,114,9,788,39,4,454,48,25,181,52,206,92,851,14,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,447,14,22,6,215,67,18,101,2,2,337,1325,2,5,167,1342,28,839,178,6,283,223,22,15,2442,4,1357,35,966,73,276,295,20,19,6,307,816,1
0,0,0,0,0,0,0,0,0,0,1,14,9,4,249,20,2,126,110,5,13,28,110,775,7,102,72,5,61,369,1610,14,31,6,2193,132,75,69,775,7,253,14,20,9,4,249,91,357,595,2,126,110,21,12,166,25,462,1206,80,4585,23,4,1873,2660,187,8,79,49,945,25,594,138,43,851,12,5,808,18,4,2,395,250,33,15,2928,1766,1449,61,452,62,97,6,2,211,128,20,44,41,4,4007,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,137,149,14,22,1033,13,1343,69,8,3027,546,15,12,16,93,11,2,5,11,4,2,15,166,12,32,4,53,1739,111,7,4,2,302,11,4,22,306,2,11,3528,21,36,71,179,204,11,2,13,86,219,14,22,11,2,54,12,16,86,626,11,4,178,5,13,16,3502,34,94,2834,95,150,43,260,110,12,1673,153,303,13,28,57,282,8,653,61,330,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,9,31,7,488,2,118,228,2,126,93,3244,2,3644,9,484,646,5,4,1145,1105,19,488,9,484,480,488,1881,9,31,7,61,1640,2,5,29,9,31,7,4,118,2,11,4,182,96,8,140,488,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,464,13,1610,14,20,5,746,4,86,457,2,75,69,57,326,51,16,170,23,12,421,40,12,144,28,77,120,746,4,86,1119,2,12,16,6,394,20,61,117,597,100,28,77,6,128,284,74,49,7,4,663,11,4,20,5,4,114,48,25,70,683,12,15,16,368,7,1512,115,62,13,386,14,20,8,61,249,2543,246,1814,13,165,40,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,18,252,6,87,20,13,28,8,202,12,8,2,18,6,87,940,292,5,6,1479,2,18,87,690,4,370,157,9,43,321,5,9,729,8,328,2,180,5,1907,1955,2381,13,80,30,2414,48,14,20,127,24,1176,35,735,18,118,2189,22,42,60,118,370,157,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,20,80,2,24,140,120,73,19,49,88,91,7,4,189,9,1752,21,12,127,28,6,117,142,18,220,316,587,6,378,7,66,646,2,139,19,2535,4,22,166,2,361,7,1536,2,2,137,82,800,6,227,53,1663,44,49,2,7,2,2,74,25,62,535,46,7,6,20,2,9,321,11,51,69,8,28,77,6,2,239,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,118,2362,731,212,126,772,4,3948,17,4,731,105,63,889,346,2,46,7,14,2385,14,16,1798,2,118,781,2,2,287,41,2,133,19,35,480,239,137,24,6,87,20,11,111,3798,637,1344,12,6,790,23,3291,5,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,137,13,247,510,14,20,637,376,25,208,150,15,61,452,586,45,46,50,66,2,117,465,212,15,4535,40,6,2447,787,825,2,10,10,3150,1694,19,32,4,3201,99,48,25,181,142,275,168,57,1037,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,254,8,376,4,156,39,4,701,156,78,298,102,70,30,2,34,32,4,2,175,686,347,7,807,19,25,124,51,78,2280,102,70,30,2,34,32,4,2,277,175,686,347,7,807,19,2,28,75,2051,164,11,6,1117,7,2,566,4,436,3324,7,3152,7,2,2,23,363,19,3167,5,2,11,508,2232,178,39,134,527,248,102,93,8,661,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,197,14,20,16,530,12,16,38,163,5,38,283,99,6,87,326,18,6,20,677,4022,7,369,23,68,96,8,207,188,8,135,15,2312,2,17,2,16,242,61,1640,109,13,657,13,100,202,14,20,53,74,6,158,675,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,435,143,4469,1250,33,2,1111,11,2,5,14,22,9,44,17,1863,6,2823,7,51,2,435,143,11,15,999,60,8,2,15,2,2,111,7,4,156,11,4,22,71,2,4126,2,14,22,203,30,53,441,8,2,74,409,21,13,235,4,22,410,9,55,73,224,5,718,2,93,6,52,2,924,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,4,2203,347,7,2031,727,3707,920,924,2,46,50,17,644,45,184,78,50,218,76,7,6,114,15,13,100,2,5,4,120,2,7,4,832,64,1608,8,4,4072,919,4,425,9,2,82,4576,14,23,3179,9,242,4,64,96,18,12,8,30,2395,5,45,128,317,15,96,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,530,22,34,4,87,308,4334,4,105,26,3210,4,116,229,5,370,157,64,2,4,444,2,7,14,22,2,17,35,498,812,6,215,67,18,32,714,6,404,158,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1917,65,44,107,2,47,77,679,83,6,327,117,22,34,4,2986,91,476,37,40,6,52,65,80,358,14,4,105,26,256,66,73,34,6,55,52,177,24,252,726,263,298,369,80,1144,12,21,36,81,79,6,760,17,2,3763,1129,125,19,6,1490,298,1631,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,31,2433,2223,38,702,11,14,20,15,25,70,106,12,120,5,120,5,131,1277,162,663,34,230,31,7,4,118,7,14,512,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,864,150,14,20,9,6,418,7,157,45,368,7,379,1954,5,15,62,2,91,406,8,888,726,42,24,36,144,30,102,33,32,194,1433,40,2,2,5,628,4632,2514,25,11,21,193,12,39,72,14,20,1870,4,65,9,4709,5,1892,2,11,2,4,732,5,1352,216,7,17,6,1665,677,5,6,2,509,146,252,2,1509,19,128,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,804,537,26,2,8,112,1681,8,160,2,5,17,141,1575,35,2268,248,20,735,2,1213,9,31,7,98,14,248,20,18,362,9,1254,706,3828,116,109,157,3059,940,5,60,3828,4,2,318,302,17,400,4,888,2,51,16,14,93,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,4,380,14,22,3465,5,3465,4116,2,4121,4,479,2,116,357,732,964,583,7,101,1946,2,42,405,4,156,168,17,48,36,26,2,4616,35,221,65,340,1053,1348,1843,2,89,78,12,16,33,49,213,11,4037,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2074,2,11,6,2,513,11,2,9,170,46,7,970,5,4,456,7,32,7,4,515,8,30,1233,3010,5,2166,26,2,4,1126,1387,9,15,4,107,381,2,5,2,28,64,227,531,10,10,221,21,24,142,25,62,67,1453,10,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,12,286,4,249,20,15,13,28,126,110,190,15,9,64,48,13,79,8,1582,344,102,93,34,709,291,2,14,20,16,527,39,380,8,1363,164,44,12,93,12,290,149,894,25,473,8,123,162,1057,89,24,8,97,6,22,0
0,0,0,0,0,0,0,0,0,0,1,13,66,473,8,40,14,22,190,103,35,1139,636,171,234,13,983,2,6,1826,13,1041,50,16,57,1175,33,32,200,4,107,832,5,4,85,105,71,4896,4755,4,229,484,1053,4,1956,7,2,2,5,2508,10,10,12,215,30,301,190,15,50,16,958,7,2129,187,72,5,60,6,2,7,2,33,4,130,382,13,43,426,2198,8,12,195,146,43,1264,13,435,23,706,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,22,16,320,120,159,13,1319,8,822,46,51,16,170,23,45,6,2,2,7,6,20,44,689,223,2,2,4,2,5,2118,2,120,257,85,54,45,32,120,747,634,303,73,12,186,40,747,634,335,2,120,51,12,16,32,44,13,92,181,8,67,6,20,44,3068,2702,2,50,9,195,7,12,11,61,205,223,4,2,610,184,52,4,360,520,72,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,20,9,43,530,2,116,9,43,480,4,130,9,38,966,619,13,1415,175,58,13,67,14,22,45,4,243,25,115,79,1195,7,5,70,67,174,5,174,35,427,2789,530,20,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,357,2,5,727,4,64,204,227,16,4,2,1622,18,4624,12,9,434,57,2,2053,525,2,16,2,11,2,3594,11,2,13,1391,57,4924,19,27,109,5,426,202,6,2,51,575,8,345,90,42,27,980,261,14,20,16,38,2,5,727,4,277,16,57,866,13,16,38,2,13,161,60,459,138,4,20,16,348,4,403,2,2,92,1980,14,194,350,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,251,11,4,113,7,6,2,2,2658,2,187,982,4,2,2658,2865,56,6,2396,36,28,6,2,29,4214,125,4,2396,29,2865,56,160,2396,160,2,5,38,12,271,23,40,14,18,1552,2,234,600,7,12,1078,42,221,18,60,31,786,1771,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,219,14,22,4,86,58,11,2,19,61,922,597,12,16,31,7,4,87,342,108,626,11,15,999,75,219,12,33,222,2,211,5,71,2606,7,12,1091,127,6,801,1010,1258,2,56,292,137,3391,34,4,1395,2,247,74,2,481,449,18,148,2,2,174,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112,6,1095,503,2,337,207,77,23,4,2,18,14,20,18,179,49,58,13,1033,1610,4,374,5,258,12,55,737,12,69,49,66,642,139,4,2,456,7,49,7,4,105,16,4333,21,13,104,4,20,82,1177,15,45,614,8,401,129,113,23,1406,42,79,12,145,23,1406,48,45,77,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87,20,2,9,34,230,4,1529,109,11,6,20,2100,2,2,166,14,20,60,128,73,159,2,1131,2,5,90,71,295,21,40,747,153,303,2,214,2,145,17,6,4217,5,961,90,145,8,113,12,16,6,87,20,629,5,2,163,64,88,2,158,158,1
0,0,1,13,447,12,11,192,13,296,12,120,5,120,5,120,5,13,100,106,12,174,14,20,152,79,357,10,10,4,1362,1120,9,2,11,14,20,45,6,292,73,224,87,18,1938,2248,10,10,2,2,16,1447,18,14,217,1660,2,16,35,4223,1362,2,2,2,2,59,70,3925,72,101,58,59,494,5,51,6,1279,1191,59,47,2,1568,87,2849,2143,10,10,14,1362,20,9,40,57,85,13,191,858,18,4626,241,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,369,1178,14,21,17,6,22,45,66,1892,11,2834,13,258,4,105,8,30,2,2118,5,4,114,9,727,220,39,4,454,190,48,25,40,2040,631,2,2,12,80,401,129,602,196,195,8,842,4,375,31,207,82,332,15,4,816,9,164,40,4,228,11,4,20,19,1624,2,2,11,18,4,156,0
0,0,0,0,0,0,0,1,2,9,51,25,585,54,25,106,14,509,5,95,264,25,219,142,2640,14,509,63,716,7,6,3993,7,2394,2167,2,37,26,56,8,57,52,1198,11,4,2,2092,9,2342,5,43,1044,379,4,22,2478,39,35,373,65,6,2320,881,5,49,394,458,43,8,760,6,171,7,4,2,48,4,509,47,233,33,32,170,18,12,45,503,20,2,2,60,239,92,437,129,58,23,14,2803,1095,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,312,498,24,60,4843,3972,21,6,1562,737,20,163,1476,1089,50,26,131,84,46,50,37,92,359,3152,7,2512,8,2421,15,507,46,7,1008,10,10,54,25,1661,14,8,129,856,363,206,509,335,4433,6,2,2,19,6,194,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4,243,7,585,31,2,35,436,2646,8,798,3897,17,31,7,4,249,22,907,7,32,58,48,190,25,119,78,108,67,14,33,32,2205,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,118,1724,22,7,3045,13,435,8,67,4,1933,33,4,2,7,369,37,1059,12,33,4203,19,108,1413,11,1080,236,1506,45,6,87,629,73,93,22,4,603,16,480,191,858,8,67,27,375,20,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,73,93,22,19,3160,116,940,487,5,1381,10,10,6,2,659,1021,113,24,51,59,873,5,517,8,888,41,4126,8,765,3989,41,4126,8,926,295,19,41,799,11,1164,59,166,49,2,2,39,4028,555,5,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,1632,8,51,4,1418,28,210,301,44,14,1036,1220,117,20,4641,9,87,11,14,1096,212,13,952,33,6,374,1130,18,450,153,5,2,14,20,8,775,7,2,57,31,126,839,12,145,5,2,33,72,18,979,98,8,851,12,316,210,510,12,45,165,6,87,20,18,362,99,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,249,189,22,126,21,1529,22,126,4985,11,31,25,28,188,8,67,14,22,12,9,38,706,12,9,21,25,28,8,67,12,66,1657,590,106,4,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1230,1259,47,417,521,6,1018,815,201,208,83,4,1565,19,14,20,338,156,2,6,527,229,184,76,2,14,31,56,107,634,7,129,113,490,115,79,145,140,79,6,3663,2,305,490,358,12,53,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,484,2759,163,640,15,809,1035,2342,116,19,31,42,107,2,357,105,5,414,198,33,118,1501,103,149,14,20,31,215,594,89,23,703,6,1325,100,216,638,6,1187,40,14,5,104,13,215,97,14,22,57,594,12,426,79,6,2253,766,0
0,0,0,0,0,0,0,1,490,235,40,874,2574,6,3035,11,609,103,25,28,1829,180,5,296,14,527,248,20,14,20,9,35,3435,11,120,116,55,78,120,116,8,1186,15,93,46,8,30,53,74,51,36,26,13,528,202,245,4,114,21,280,25,923,138,4,84,11,14,22,26,620,39,4,2174,132,11,4,22,25,80,4659,4,107,1053,634,7,129,113,145,4,64,935,9,319,2,4143,620,187,11,6,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,137,869,4,2,91,2,5,1115,2764,212,126,93,3477,313,9,82,6,55,163,31,92,1632,8,4,1418,36,28,57,281,7,1285,137,4,1330,1129,46,7,2,21,24,2,45,131,6,163,1073,20,1542,2,11,4,744,46,7,747,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1680,589,8,97,6,22,1359,920,924,708,21,4,20,734,346,12,47,57,867,114,49,7,4,1317,156,71,6,975,24,2,2,29,9,646,13,122,40,4,4573,2,34,151,13,1769,12,23,2,21,435,344,19,4,547,7,260,416,107,634,7,61,113,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,294,37,633,2,2,1331,2,1331,16,427,530,54,13,16,149,12,13,16,11,6,3791,1183,422,12,9,2,2,5,576,2625,5,13,447,12,17,49,1290,26,64,28,31,42,107,2849,139,14,20,16,462,6,2,13,28,115,110,6,212,17,204,17,2,1331,18,6,212,1184,2,1331,14,62,30,1517,7,35,709,46,158,427,530,1
